,cbgs3 - ,s1000 - ,s1001 - ,s1002 - ,s1003 - ,cb111 - ,s1004 - ,s1005 - ,cb45h - ,s1006 - ,s1007 - ,s1008 - ,r1123 - ,s1009 - ,cb112 - ,cb113 - ,s1010 - ,s1011 - ,cb114 - ,s1012 - ,cba2j - ,s1013 - ,s1014 - ,s1015 - ,r1111 - ,r1112 - ,cb115 - ,s1016 - ,s1017 - ,s1018 - ,cb116 - ,s1019 - ,s1020 - ,r1113 - ,s1021 - ,s1022 - ,s1023 - ,s1024 - ,s1025 - ,cb117 - ,r1114 - ,cb118 - ,kp1007 - ,s1027 - ,s1028 - ,s1029 - ,s1030 - ,cb119 - ,s1031 - ,s1032 - ,s1033 - ,s1034 - ,r1115 - ,s1035 - ,r1116 - ,s1037 - ,s1038 - ,s1039 - ,s1040 - ,s1042 - ,s1043 - ,s1044 - ,s1045 - ,r1117 - ,r1118 - ,r1119 - ,r1120 - ,r1121 - ,r1122 - ,r1124 - ,s1046 - ,r1125 - ,s1047 - ,s1048 - ,cb120 - ,s1049 - ,s1050 - ,s1051 - ,s1052 - ,s1053 - ,r1126 - ,cb121 - ,s1036 - ,s1054 - ,s1055 - ,s1056 - ,r1127 - ,s1057 - ,s1058 - ,r1128 - ,r1129 - ,r1130 - ,r1131 - ,s1059 - ,s1060 - ,r1132 - ,r1133 - ,r1134 - ,r1135 - ,s1061 - ,s1062 - ,r1136 - ,cb122 - ,r1137 - ,cb123 - ,s1063 - ,s1064 - ,r1138 - ,r1139 - ,s1065 - ,r1140 - ,s1066 - ,s1067 - ,s1068 - ,s1069 - ,s1070 - ,r1141 - ,r1142 - ,r7nlm - ,raw2e - ,cb124 - ,s1071 - ,s1072 - ,r1e0q - ,r1143 - ,s1073 - ,s1074 - ,cb12h - ,r1144 - ,r1145 - ,r1149 - ,s1075 - ,cbvg4 - ,r1150 - ,s1076 - ,s1077 - 
s1040 - ,0.30000000000000004,0.4253688273502142,0.30000000000000004,0.2714512254107879,0.24561922592339455,0.2714512254107879,0.2582123929275174,0.2853688273502142,0.2456192259233946,0.3982123929275174,0.7666666666666666,0.47500000000000003,0.4253688273502143,0.2714512254107879,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.30000000000000004,0.2853688273502143,0.46036882735021417,0.30000000000000004,0.2853688273502142,0.4464512254107879,0.4603688273502143,0.2456192259233946,0.2456192259233946,0.30000000000000004,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.30000000000000004,0.2582123929275174,0.2582123929275174,0.2853688273502143,0.30000000000000004,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.4603688273502143,0.2582123929275174,0.2582123929275174,0.21140642691561404,0.2853688273502142,0.2714512254107879,0.2582123929275174,0.6353688273502142,0.2582123929275174,0.30000000000000004,0.2853688273502142,0.4020354940168808,0.2582123929275174,0.2853688273502143,0.2853688273502142,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.7248790595941841,0.2853688273502142,0.0,0.24561922592339455,0.2853688273502142,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.30000000000000004,0.2336402349214215,0.30000000000000004,0.0,0.2853688273502143,0.2582123929275174,0.5653688273502142,0.21140642691561404,0.2853688273502143,0.4253688273502143,0.2336402349214215,0.2714512254107879,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.2853688273502142,0.2582123929275174,0.2714512254107879,0.2714512254107879,0.2582123929275174,0.2582123929275174,0.30000000000000004,0.2853688273502143,0.2853688273502142,0.24561922592339455,0.22224546620451532,0.2853688273502142,0.30000000000000004,0.2714512254107879,0.2853688273502142,0.2714512254107879,0.30000000000000004,0.22224546620451543,0.24561922592339455,0.2714512254107879,0.2714512254107879,0.2582123929275174,0.2714512254107879,0.2853688273502143,0.2714512254107879,0.2456192259233946,0.2853688273502143,0.2853688273502142,0.2582123929275174,0.2853688273502143,0.2853688273502142,0.30000000000000004,0.30000000000000004,0.24561922592339455,0.24561922592339455,0.2582123929275174,0.6082123929275174,0.2853688273502142,0.2714512254107879,0.2714512254107879,0.30000000000000004,0.2714512254107879,0.30000000000000004,0.38811789207745456,0.22224546620451532,0.2714512254107879,0.2853688273502143,0.2714512254107879,0.24561922592339455,0.14170996582230444,0.2582123929275174,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.30000000000000004,0.46036882735021417,0.4253688273502142
s1042 - ,0.24561922592339455,0.2582123929275174,0.24561922592339455,0.2714512254107879,0.30000000000000004,0.22224546620451532,0.2853688273502142,0.2582123929275174,0.20109601381069178,0.2853688273502142,0.24561922592339455,0.24561922592339455,0.2336402349214215,0.2714512254107879,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.24561922592339455,0.2336402349214215,0.2582123929275174,0.24561922592339455,0.2582123929275174,0.22224546620451532,0.2336402349214215,0.20109601381069178,0.20109601381069178,0.24561922592339455,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.24561922592339455,0.2853688273502142,0.2853688273502142,0.2336402349214215,0.24561922592339455,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.2336402349214215,0.21140642691561404,0.2853688273502142,0.2582123929275174,0.4915457262608507,0.3972454662045153,0.21140642691561404,0.2582123929275174,0.2853688273502142,0.24561922592339455,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.2336402349214215,0.2582123929275174,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.24561922592339455,0.0,0.4332123929275174,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.24561922592339455,0.2853688273502143,0.24561922592339455,0.0,0.2336402349214215,0.21140642691561404,0.2336402349214215,0.2582123929275174,0.2336402349214215,0.2336402349214215,0.2853688273502143,0.2714512254107879,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.2582123929275174,0.2853688273502142,0.22224546620451532,0.2714512254107879,0.2853688273502142,0.2853688273502142,0.24561922592339455,0.2336402349214215,0.2582123929275174,0.30000000000000004,0.2714512254107879,0.2582123929275174,0.24561922592339455,0.2714512254107879,0.2582123929275174,0.2714512254107879,0.24561922592339455,0.18195919791379006,0.30000000000000004,0.2714512254107879,0.2714512254107879,0.2853688273502142,0.22224546620451532,0.35030690158808814,0.2714512254107879,0.20109601381069178,0.2336402349214215,0.2582123929275174,0.21140642691561404,0.2336402349214215,0.2582123929275174,0.24561922592339455,0.24561922592339455,0.30000000000000004,0.30000000000000004,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.2714512254107879,0.2714512254107879,0.24561922592339455,0.2714512254107879,0.4206192259233945,0.22224546620451532,0.2714512254107879,0.2714512254107879,0.2336402349214215,0.22224546620451532,0.30000000000000004,0.11602230703635036,0.2853688273502142,0.2714512254107879,0.2714512254107879,0.22224546620451532,0.24561922592339455,0.2582123929275174,0.2582123929275174
s1043 - ,0.2853688273502142,0.30000000000000004,0.2853688273502142,0.2853688273502143,0.2582123929275174,0.2582123929275173,0.271451225410788,0.30000000000000004,0.23364023492142144,0.271451225410788,0.2853688273502142,0.2853688273502142,0.2714512254107879,0.2853688273502143,0.30000000000000004,0.30000000000000004,0.271451225410788,0.2853688273502142,0.2714512254107879,0.30000000000000004,0.2853688273502142,0.30000000000000004,0.2582123929275173,0.2714512254107879,0.23364023492142144,0.23364023492142144,0.2853688273502142,0.2853688273502143,0.2853688273502143,0.2853688273502143,0.2853688273502142,0.271451225410788,0.271451225410788,0.2714512254107879,0.2853688273502142,0.2853688273502143,0.2853688273502143,0.2853688273502143,0.2714512254107879,0.24561922592339455,0.271451225410788,0.22224546620451543,0.47500000000000003,0.3982123929275173,0.24561922592339455,0.30000000000000004,0.271451225410788,0.2853688273502142,0.30000000000000004,0.30000000000000004,0.271451225410788,0.2714512254107879,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.271451225410788,0.271451225410788,0.30000000000000004,0.2853688273502142,0.4332123929275174,0.0,0.271451225410788,0.271451225410788,0.30000000000000004,0.2853688273502142,0.24561922592339466,0.2853688273502142,0.0,0.2714512254107879,0.24561922592339455,0.2714512254107879,0.22224546620451543,0.2714512254107879,0.2714512254107879,0.24561922592339466,0.2853688273502143,0.30000000000000004,0.30000000000000004,0.271451225410788,0.30000000000000004,0.271451225410788,0.2582123929275173,0.2853688273502143,0.271451225410788,0.271451225410788,0.2853688273502142,0.2714512254107879,0.30000000000000004,0.2582123929275174,0.2336402349214215,0.30000000000000004,0.2853688273502142,0.2853688273502143,0.30000000000000004,0.2853688273502143,0.2853688273502142,0.21140642691561404,0.2582123929275174,0.2853688273502143,0.2853688273502143,0.271451225410788,0.2582123929275173,0.3714512254107879,0.2853688273502143,0.23364023492142144,0.2714512254107879,0.30000000000000004,0.24561922592339455,0.2714512254107879,0.30000000000000004,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.2582123929275174,0.271451225410788,0.271451225410788,0.30000000000000004,0.2853688273502143,0.2853688273502143,0.2853688273502142,0.2853688273502143,0.4253688273502142,0.2582123929275173,0.2336402349214215,0.2853688273502143,0.2714512254107879,0.2582123929275173,0.2582123929275174,0.13479868923516647,0.271451225410788,0.2853688273502143,0.2853688273502143,0.2582123929275173,0.2853688273502142,0.30000000000000004,0.30000000000000004
s1044 - ,0.2582123929275174,0.271451225410788,0.2582123929275174,0.2853688273502143,0.9853688273502141,0.2336402349214215,0.7666666666666666,0.271451225410788,0.2114064269156141,0.30000000000000004,0.2582123929275174,0.2582123929275174,0.24561922592339466,0.2853688273502143,0.271451225410788,0.271451225410788,0.5333333333333333,0.2582123929275174,0.24561922592339466,0.271451225410788,0.2582123929275174,0.5047845587441213,0.2336402349214215,0.24561922592339466,0.2114064269156141,0.2114064269156141,0.2582123929275174,0.5187021606835476,0.9853688273502142,0.4253688273502143,0.2582123929275174,0.30000000000000004,0.7666666666666666,0.24561922592339466,0.4915457262608507,0.2853688273502143,0.5187021606835476,0.5187021606835476,0.24561922592339466,0.22224546620451543,0.30000000000000004,0.24561922592339455,0.271451225410788,0.2336402349214215,0.22224546620451543,0.271451225410788,0.30000000000000004,0.2582123929275174,0.7381178920774546,0.271451225410788,0.30000000000000004,0.24561922592339466,0.271451225410788,0.271451225410788,0.271451225410788,0.7666666666666666,0.30000000000000004,0.44645122541078797,0.2582123929275174,0.2853688273502142,0.271451225410788,0.0,0.7666666666666666,0.271451225410788,0.2582123929275174,0.2714512254107879,0.2582123929275174,0.0,0.24561922592339466,0.22224546620451543,0.24561922592339466,0.24561922592339455,0.24561922592339466,0.24561922592339466,0.2714512254107879,0.2853688273502143,0.5047845587441213,0.271451225410788,0.5333333333333333,0.5047845587441213,0.30000000000000004,0.2336402349214215,0.2853688273502143,0.30000000000000004,0.65,0.2582123929275174,0.24561922592339466,0.271451225410788,0.2853688273502142,0.2582123929275173,0.271451225410788,0.2582123929275174,0.2853688273502143,0.271451225410788,0.2853688273502143,0.2582123929275174,0.19128844548653207,0.2853688273502142,0.2853688273502143,0.5187021606835476,0.30000000000000004,0.2336402349214215,0.24561922592339466,0.2853688273502143,0.2114064269156141,0.47895255925672797,0.271451225410788,0.22224546620451543,0.24561922592339466,0.5047845587441213,0.2582123929275174,0.9582123929275174,0.5187021606835475,0.5187021606835475,1.0,0.30000000000000004,0.271451225410788,0.2853688273502143,0.2853688273502143,0.2582123929275174,0.2853688273502143,0.2582123929275174,0.2336402349214215,0.2582123929275173,0.2853688273502143,0.24561922592339466,0.2336402349214215,0.2853688273502142,0.12197089792217977,0.30000000000000004,0.2853688273502143,0.2853688273502143,0.2336402349214215,0.2582123929275174,0.271451225410788,0.271451225410788
s1045 - ,0.2582123929275174,0.271451225410788,0.2582123929275174,0.2853688273502143,0.7520354940168807,0.2336402349214215,0.65,0.271451225410788,0.2114064269156141,0.30000000000000004,0.2582123929275174,0.2582123929275174,0.24561922592339466,0.2853688273502143,0.271451225410788,0.271451225410788,0.47500000000000003,0.2582123929275174,0.24561922592339466,0.271451225410788,0.2582123929275174,0.44645122541078797,0.2336402349214215,0.24561922592339466,0.2114064269156141,0.2114064269156141,0.2582123929275174,0.4603688273502143,0.752035494016881,0.40203549401688093,0.2582123929275174,0.30000000000000004,0.65,0.24561922592339466,0.4332123929275174,0.2853688273502143,0.4603688273502143,0.4603688273502143,0.24561922592339466,0.22224546620451543,0.30000000000000004,0.24561922592339455,0.271451225410788,0.2336402349214215,0.22224546620451543,0.271451225410788,0.30000000000000004,0.2582123929275174,0.621451225410788,0.271451225410788,0.30000000000000004,0.24561922592339466,0.271451225410788,0.271451225410788,0.271451225410788,0.65,0.30000000000000004,0.41145122541078794,0.2582123929275174,0.2853688273502142,0.271451225410788,0.7666666666666666,0.0,0.271451225410788,0.2582123929275174,0.2714512254107879,0.2582123929275174,0.0,0.24561922592339466,0.22224546620451543,0.24561922592339466,0.24561922592339455,0.24561922592339466,0.24561922592339466,0.2714512254107879,0.2853688273502143,0.44645122541078797,0.271451225410788,0.47500000000000003,0.44645122541078797,0.30000000000000004,0.2336402349214215,0.2853688273502143,0.30000000000000004,0.5333333333333333,0.2582123929275174,0.24561922592339466,0.271451225410788,0.2853688273502142,0.2582123929275173,0.271451225410788,0.2582123929275174,0.2853688273502143,0.271451225410788,0.2853688273502143,0.2582123929275174,0.19128844548653207,0.2853688273502142,0.2853688273502143,0.4603688273502143,0.30000000000000004,0.2336402349214215,0.24561922592339466,0.2853688273502143,0.2114064269156141,0.4206192259233946,0.271451225410788,0.22224546620451543,0.24561922592339466,0.44645122541078797,0.2582123929275174,0.7248790595941841,0.46036882735021417,0.46036882735021417,0.7666666666666666,0.30000000000000004,0.271451225410788,0.2853688273502143,0.2853688273502143,0.2582123929275174,0.2853688273502143,0.2582123929275174,0.2336402349214215,0.2582123929275173,0.2853688273502143,0.24561922592339466,0.2336402349214215,0.2853688273502142,0.12197089792217977,0.30000000000000004,0.2853688273502143,0.2853688273502143,0.2336402349214215,0.2582123929275174,0.271451225410788,0.271451225410788
r1117 - ,0.38536882735021416,0.30000000000000004,0.2853688273502142,0.2853688273502143,0.2582123929275174,0.3457123929275173,0.271451225410788,0.30000000000000004,0.2972765985577851,0.271451225410788,0.2853688273502142,0.2853688273502142,0.2714512254107879,0.2853688273502143,0.4,0.4,0.271451225410788,0.2853688273502142,0.3714512254107879,0.30000000000000004,0.36314660512799196,0.30000000000000004,0.2582123929275173,0.2714512254107879,0.3503069015880881,0.3336402349214214,0.38536882735021416,0.2853688273502143,0.2853688273502143,0.2853688273502143,0.38536882735021416,0.271451225410788,0.271451225410788,0.34145122541078793,0.2853688273502142,0.2853688273502143,0.2853688273502143,0.2853688273502143,0.2714512254107879,0.3622858925900612,0.34922900318856576,0.3622454662045154,0.30000000000000004,0.2582123929275173,0.24561922592339455,0.30000000000000004,0.271451225410788,0.3728688273502142,0.30000000000000004,0.30000000000000004,0.271451225410788,0.2714512254107879,0.4,0.30000000000000004,0.4,0.271451225410788,0.271451225410788,0.30000000000000004,0.2853688273502142,0.2582123929275174,0.30000000000000004,0.271451225410788,0.271451225410788,0.0,0.38536882735021416,0.34561922592339467,0.38536882735021416,0.0,0.2714512254107879,0.3622858925900612,0.2714512254107879,0.3389121328711821,0.2714512254107879,0.2714512254107879,0.34561922592339467,0.2853688273502143,0.30000000000000004,0.30000000000000004,0.271451225410788,0.30000000000000004,0.691451225410788,0.37487905959418394,0.2853688273502143,0.271451225410788,0.271451225410788,0.2853688273502142,0.3714512254107879,0.30000000000000004,0.2582123929275174,0.3336402349214215,0.4166666666666667,0.5653688273502142,0.40203549401688093,0.30000000000000004,0.2853688273502143,0.38536882735021416,0.31140642691561404,0.3582123929275174,0.40203549401688093,0.2853688273502143,0.271451225410788,0.37487905959418394,0.35895122541078794,0.40203549401688093,0.3503069015880881,0.2714512254107879,0.30000000000000004,0.3622858925900612,0.38811789207745456,0.30000000000000004,0.38536882735021416,0.2853688273502142,0.2582123929275174,0.2582123929275174,0.271451225410788,0.271451225410788,0.44000000000000006,0.4253688273502143,0.3553688273502143,0.6353688273502142,0.38536882735021427,0.2853688273502142,0.2582123929275173,0.4086402349214215,0.40203549401688093,0.2714512254107879,0.2582123929275173,0.34571239292751743,0.2747986892351665,0.37145122541078796,0.4253688273502143,0.2853688273502143,0.3359901707052951,0.4020354940168808,0.30000000000000004,0.30000000000000004
r1118 - ,0.4,0.2853688273502142,0.30000000000000004,0.2714512254107879,0.24561922592339455,0.35895122541078794,0.2582123929275174,0.2853688273502142,0.30925558955975824,0.2582123929275174,0.30000000000000004,0.30000000000000004,0.2853688273502143,0.2714512254107879,0.38536882735021416,0.38536882735021416,0.2582123929275174,0.30000000000000004,0.38536882735021427,0.2853688273502142,0.3777777777777778,0.2853688273502142,0.2714512254107879,0.2853688273502143,0.5256192259233946,0.4789525592567279,0.4,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.4,0.2582123929275174,0.2582123929275174,0.44092438290576985,0.30000000000000004,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.2853688273502143,0.37487905959418405,0.3359901707052952,0.351406426915614,0.2853688273502142,0.2714512254107879,0.2582123929275174,0.2853688273502142,0.2582123929275174,0.38750000000000007,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.2853688273502143,0.5187021606835475,0.2853688273502142,0.5187021606835475,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.30000000000000004,0.24561922592339455,0.2853688273502142,0.2582123929275174,0.2582123929275174,0.38536882735021416,0.0,0.4669735682547548,1.0,0.0,0.2853688273502143,0.37487905959418405,0.2853688273502143,0.3280730935822807,0.2853688273502143,0.2853688273502143,0.3336402349214215,0.2714512254107879,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.2853688273502142,0.3582123929275174,0.38811789207745456,0.2714512254107879,0.2582123929275174,0.2582123929275174,0.30000000000000004,0.5187021606835476,0.2853688273502142,0.24561922592339455,0.45557879953784863,0.5653688273502142,0.4166666666666667,0.551451225410788,0.2853688273502142,0.2714512254107879,0.5333333333333333,0.45557879953784874,0.47895255925672786,0.38811789207745456,0.2714512254107879,0.2582123929275174,0.38811789207745456,0.3728688273502143,0.38811789207745456,0.3622858925900613,0.2853688273502143,0.2853688273502142,0.37487905959418405,0.40203549401688093,0.2853688273502142,0.5333333333333333,0.30000000000000004,0.24561922592339455,0.24561922592339455,0.2582123929275174,0.2582123929275174,0.6353688273502142,0.41145122541078794,0.4270067809663435,0.38750000000000007,0.3714512254107879,0.30000000000000004,0.2714512254107879,0.3972454662045153,0.551451225410788,0.2853688273502143,0.2714512254107879,0.33311922592339455,0.4917099658223044,0.4915457262608507,0.6214512254107879,0.2714512254107879,0.3492290031885657,0.5800000000000001,0.2853688273502142,0.2853688273502142
r1119 - ,0.3336402349214215,0.24561922592339466,0.2336402349214215,0.2582123929275174,0.2853688273502143,0.29890642691561403,0.2714512254107879,0.24561922592339466,0.25492480912289567,0.2714512254107879,0.2336402349214215,0.2336402349214215,0.22224546620451543,0.2582123929275174,0.34561922592339467,0.34561922592339467,0.2714512254107879,0.2336402349214215,0.32224546620451544,0.24561922592339466,0.3114180126991993,0.24561922592339466,0.21140642691561404,0.22224546620451543,0.47128844548653204,0.42462177881986535,0.3336402349214215,0.2582123929275174,0.2582123929275174,0.2582123929275174,0.3336402349214215,0.2714512254107879,0.2714512254107879,0.37780102176007097,0.2336402349214215,0.2582123929275174,0.2582123929275174,0.2582123929275174,0.22224546620451543,0.3177626804773585,0.4464512254107879,0.41145122541078794,0.24561922592339466,0.21140642691561404,0.20109601381069184,0.24561922592339466,0.2714512254107879,0.3211402349214215,0.24561922592339466,0.24561922592339466,0.2714512254107879,0.22224546620451543,0.47895255925672797,0.24561922592339466,0.47895255925672797,0.2714512254107879,0.2714512254107879,0.24561922592339466,0.2336402349214215,0.2853688273502143,0.24561922592339466,0.2714512254107879,0.2714512254107879,0.34561922592339467,0.4669735682547548,0.0,0.4669735682547548,0.0,0.22224546620451543,0.3177626804773585,0.22224546620451543,0.38811789207745456,0.22224546620451543,0.22224546620451543,0.4,0.2582123929275174,0.24561922592339466,0.24561922592339466,0.2714512254107879,0.24561922592339466,0.3714512254107879,0.3280730935822807,0.2582123929275174,0.2714512254107879,0.2714512254107879,0.2336402349214215,0.45557879953784874,0.24561922592339466,0.2853688273502143,0.5187021606835475,0.5256192259233946,0.35030690158808814,0.5382123929275173,0.24561922592339466,0.2582123929275174,0.4669735682547548,0.40641827644747935,0.5187021606835476,0.37487905959418405,0.2582123929275174,0.2714512254107879,0.3280730935822807,0.30974546620451543,0.37487905959418405,0.3079551121531987,0.22224546620451543,0.24561922592339466,0.3177626804773585,0.3389121328711821,0.24561922592339466,0.4669735682547548,0.2336402349214215,0.2853688273502143,0.2853688273502143,0.2714512254107879,0.2714512254107879,0.5956192259233947,0.3982123929275174,0.41376794848307297,0.3211402349214215,0.3582123929275174,0.2336402349214215,0.21140642691561404,0.46036882735021417,0.5382123929275173,0.22224546620451543,0.21140642691561404,0.3728688273502143,0.4603638323514327,0.5047845587441212,0.6082123929275174,0.2582123929275174,0.2891842046933918,0.5136402349214215,0.24561922592339466,0.24561922592339466
r1120 - ,0.4,0.2853688273502142,0.30000000000000004,0.2714512254107879,0.24561922592339455,0.35895122541078794,0.2582123929275174,0.2853688273502142,0.30925558955975824,0.2582123929275174,0.30000000000000004,0.30000000000000004,0.2853688273502143,0.2714512254107879,0.38536882735021416,0.38536882735021416,0.2582123929275174,0.30000000000000004,0.38536882735021427,0.2853688273502142,0.3777777777777778,0.2853688273502142,0.2714512254107879,0.2853688273502143,0.5256192259233946,0.4789525592567279,0.4,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.4,0.2582123929275174,0.2582123929275174,0.44092438290576985,0.30000000000000004,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.2853688273502143,0.37487905959418405,0.3359901707052952,0.351406426915614,0.2853688273502142,0.2714512254107879,0.2582123929275174,0.2853688273502142,0.2582123929275174,0.38750000000000007,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.2853688273502143,0.5187021606835475,0.2853688273502142,0.5187021606835475,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.30000000000000004,0.24561922592339455,0.2853688273502142,0.2582123929275174,0.2582123929275174,0.38536882735021416,1.0,0.4669735682547548,0.0,0.0,0.2853688273502143,0.37487905959418405,0.2853688273502143,0.3280730935822807,0.2853688273502143,0.2853688273502143,0.3336402349214215,0.2714512254107879,0.2853688273502142,0.2853688273502142,0.2582123929275174,0.2853688273502142,0.3582123929275174,0.38811789207745456,0.2714512254107879,0.2582123929275174,0.2582123929275174,0.30000000000000004,0.5187021606835476,0.2853688273502142,0.24561922592339455,0.45557879953784863,0.5653688273502142,0.4166666666666667,0.551451225410788,0.2853688273502142,0.2714512254107879,0.5333333333333333,0.45557879953784874,0.47895255925672786,0.38811789207745456,0.2714512254107879,0.2582123929275174,0.38811789207745456,0.3728688273502143,0.38811789207745456,0.3622858925900613,0.2853688273502143,0.2853688273502142,0.37487905959418405,0.40203549401688093,0.2853688273502142,0.5333333333333333,0.30000000000000004,0.24561922592339455,0.24561922592339455,0.2582123929275174,0.2582123929275174,0.6353688273502142,0.41145122541078794,0.4270067809663435,0.38750000000000007,0.3714512254107879,0.30000000000000004,0.2714512254107879,0.3972454662045153,0.551451225410788,0.2853688273502143,0.2714512254107879,0.33311922592339455,0.4917099658223044,0.4915457262608507,0.6214512254107879,0.2714512254107879,0.3492290031885657,0.5800000000000001,0.2853688273502142,0.2853688273502142
r1121 - ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
r1122 - ,0.2853688273502143,0.2714512254107879,0.5187021606835476,0.2582123929275174,0.2336402349214215,0.2853688273502142,0.24561922592339466,0.4464512254107879,0.25821239292751735,0.24561922592339466,0.2853688273502143,0.2853688273502143,0.30000000000000004,0.4915457262608507,0.2714512254107879,0.2714512254107879,0.47895255925672797,0.4603688273502143,0.30000000000000004,0.2714512254107879,0.2853688273502143,0.2714512254107879,0.2853688273502142,0.30000000000000004,0.25821239292751735,0.25821239292751735,0.2853688273502143,0.2582123929275174,0.2582123929275174,0.2582123929275174,0.2853688273502143,0.24561922592339466,0.24561922592339466,0.30000000000000004,0.2853688273502143,0.2582123929275174,0.2582123929275174,0.2582123929275174,0.30000000000000004,0.2714512254107879,0.24561922592339466,0.20109601381069184,0.2714512254107879,0.2853688273502142,0.4464512254107879,0.2714512254107879,0.24561922592339466,0.2853688273502143,0.2714512254107879,0.2714512254107879,0.24561922592339466,0.30000000000000004,0.2714512254107879,0.2714512254107879,0.2714512254107879,0.24561922592339466,0.24561922592339466,0.4464512254107879,0.2853688273502143,0.2336402349214215,0.2714512254107879,0.24561922592339466,0.24561922592339466,0.2714512254107879,0.2853688273502143,0.22224546620451543,0.2853688273502143,0.0,0.0,0.2714512254107879,0.30000000000000004,0.20109601381069184,0.30000000000000004,0.30000000000000004,0.22224546620451543,0.2582123929275174,0.2714512254107879,0.4464512254107879,0.47895255925672797,0.5047845587441212,0.24561922592339466,0.2853688273502142,0.4332123929275174,0.47895255925672797,0.24561922592339466,0.5187021606835476,0.30000000000000004,0.2714512254107879,0.2336402349214215,0.21140642691561404,0.2714512254107879,0.2853688273502143,0.2582123929275174,0.2714512254107879,0.2582123929275174,0.2853688273502143,0.2336402349214215,0.2336402349214215,0.2582123929275174,0.4915457262608507,0.24561922592339466,0.2853688273502142,0.30000000000000004,0.2582123929275174,0.25821239292751735,0.5333333333333333,0.2714512254107879,0.2714512254107879,0.30000000000000004,0.2714512254107879,0.2853688273502143,0.2853688273502143,0.2336402349214215,0.2336402349214215,0.24561922592339466,0.24561922592339466,0.2714512254107879,0.2582123929275174,0.2582123929275174,0.2853688273502143,0.2582123929275174,0.2853688273502143,0.2853688273502142,0.21140642691561404,0.2582123929275174,0.30000000000000004,0.5187021606835475,0.2336402349214215,0.14897559113742284,0.24561922592339466,0.2582123929275174,0.2582123929275174,0.2853688273502142,0.2853688273502143,0.2714512254107879,0.2714512254107879
